"color","name"
"Black Skin","Aurorian #8924"
"White Skin","Aurorian #1387"
"White Skin","Aurorian #7412"
"White Skin","Aurorian #5712"
"Black Skin","Aurorian #3734"
"Latino Skin","Aurorian #5926"
"Latino Skin","Aurorian #5515"
"White Skin","Aurorian #603"
"Latino Skin","Aurorian #3038"
"Black Skin","Aurorian #8696"
"Latino Skin","Aurorian #5938"
"Black Skin","Aurorian #6075"
"White Skin","Aurorian #523"
"White Skin","Aurorian #6735"
"Black Skin","Aurorian #114"
"Black Skin","Aurorian #8704"
"White Skin","Aurorian #2890"
"Black Skin","Aurorian #2571"
"White Skin","Aurorian #2915"
"White Skin","Aurorian #3615"
"White Skin","Aurorian #7463"
"White Skin","Aurorian #7466"
"White Skin","Aurorian #7720"
"Black Skin","Aurorian #9222"
"Latino Skin","Aurorian #9012"
"White Skin","Aurorian #828"
"Black Skin","Aurorian #7598"
"White Skin","Aurorian #6835"
"Black Skin","Aurorian #6361"
"Latino Skin","Aurorian #3764"
"White Skin","Aurorian #7616"
"Black Skin","Aurorian #8811"
"Latino Skin","Aurorian #4989"
"Black Skin","Aurorian #7467"
"Black Skin","Aurorian #9192"
"Black Skin","Aurorian #2168"
"Latino Skin","Aurorian #3189"
"Black Skin","Aurorian #4449"
"Latino Skin","Aurorian #433"
"White Skin","Aurorian #205"
"White Skin","Aurorian #5737"
"Latino Skin","Aurorian #2979"
"Black Skin","Aurorian #8279"
"Black Skin","Aurorian #2141"
"White Skin","Aurorian #4037"
"White Skin","Aurorian #5238"
"White Skin","Aurorian #6005"
"Latino Skin","Aurorian #673"
"White Skin","Aurorian #6156"
"Black Skin","Aurorian #1014"
"Latino Skin","Aurorian #1191"
"Black Skin","Aurorian #689"
"Latino Skin","Aurorian #589"
"White Skin","Aurorian #6512"
"Black Skin","Aurorian #101"
"Black Skin","Aurorian #3292"
"Latino Skin","Aurorian #9481"
"White Skin","Aurorian #6908"
"White Skin","Aurorian #187"
"White Skin","Aurorian #8267"
"Latino Skin","Aurorian #9905"
"White Skin","Aurorian #1087"
"Latino Skin","Aurorian #8312"
"White Skin","Aurorian #6164"
"White Skin","Aurorian #574"
"White Skin","Aurorian #8338"
"Latino Skin","Aurorian #5096"
"White Skin","Aurorian #9142"
"Black Skin","Aurorian #2286"
"Latino Skin","Aurorian #8841"
"White Skin","Aurorian #6901"
"Latino Skin","Aurorian #1184"
"Latino Skin","Aurorian #2734"
"White Skin","Aurorian #1065"
"Black Skin","Aurorian #8519"
"White Skin","Aurorian #395"
"Black Skin","Aurorian #5436"
"Black Skin","Aurorian #1404"
"White Skin","Aurorian #4718"
"White Skin","Aurorian #9687"
"Latino Skin","Aurorian #8396"
"Black Skin","Aurorian #6260"
"White Skin","Aurorian #4132"
"White Skin","Aurorian #316"
"White Skin","Aurorian #9497"
"White Skin","Aurorian #6027"
"White Skin","Aurorian #7571"
"White Skin","Aurorian #8354"
"White Skin","Aurorian #4382"
"White Skin","Aurorian #2616"
"White Skin","Aurorian #650"
"Latino Skin","Aurorian #9913"
"White Skin","Aurorian #3720"
"Black Skin","Aurorian #4155"
"Black Skin","Aurorian #9001"
"Latino Skin","Aurorian #8135"
"White Skin","Aurorian #6672"
"White Skin","Aurorian #8468"
"White Skin","Aurorian #2550"
"White Skin","Aurorian #4922"
"Black Skin","Aurorian #5388"
"Black Skin","Aurorian #7885"
"White Skin","Aurorian #6493"
"Latino Skin","Aurorian #2432"
"Black Skin","Aurorian #3475"
"White Skin","Aurorian #497"
"White Skin","Aurorian #1359"
"Black Skin","Aurorian #9040"
"White Skin","Aurorian #7472"
"White Skin","Aurorian #1772"
"Black Skin","Aurorian #4909"
"White Skin","Aurorian #5512"
"Latino Skin","Aurorian #5529"
"White Skin","Aurorian #4227"
"Latino Skin","Aurorian #2532"
"White Skin","Aurorian #2748"
"White Skin","Aurorian #5822"
"Black Skin","Aurorian #2742"
"White Skin","Aurorian #1330"
"White Skin","Aurorian #9596"
"White Skin","Aurorian #7641"
"White Skin","Aurorian #4400"
"Black Skin","Aurorian #4289"
"Latino Skin","Aurorian #1686"
"Latino Skin","Aurorian #7753"
"White Skin","Aurorian #9186"
"White Skin","Aurorian #7367"
"Black Skin","Aurorian #5635"
"White Skin","Aurorian #3794"
"Black Skin","Aurorian #1750"
"White Skin","Aurorian #2796"
"Black Skin","Aurorian #4997"
"Latino Skin","Aurorian #1660"
"White Skin","Aurorian #6658"
"White Skin","Aurorian #4726"
"White Skin","Aurorian #715"
"Black Skin","Aurorian #4184"
"White Skin","Aurorian #2381"
"White Skin","Aurorian #783"
"White Skin","Aurorian #2837"
"White Skin","Aurorian #6581"
"Black Skin","Aurorian #4271"
"White Skin","Aurorian #3852"
"Black Skin","Aurorian #6608"
"White Skin","Aurorian #5761"
"White Skin","Aurorian #3570"
"Black Skin","Aurorian #7947"
"Black Skin","Aurorian #4721"
"White Skin","Aurorian #5977"
"Latino Skin","Aurorian #1433"
"Latino Skin","Aurorian #4618"
"White Skin","Aurorian #2595"
"White Skin","Aurorian #3688"
"Black Skin","Aurorian #7712"
"Black Skin","Aurorian #71"
"Black Skin","Aurorian #4120"
"Black Skin","Aurorian #9069"
"Latino Skin","Aurorian #9386"
"Black Skin","Aurorian #5506"
"White Skin","Aurorian #9965"
"Black Skin","Aurorian #2614"
"White Skin","Aurorian #9664"
"Black Skin","Aurorian #7115"
"Latino Skin","Aurorian #2651"
"Black Skin","Aurorian #7588"
"Black Skin","Aurorian #6329"
"Black Skin","Aurorian #2444"
"Black Skin","Aurorian #4236"
"Latino Skin","Aurorian #9088"
"White Skin","Aurorian #3390"
"White Skin","Aurorian #6076"
"Latino Skin","Aurorian #6123"
"Latino Skin","Aurorian #1589"
"White Skin","Aurorian #2699"
"White Skin","Aurorian #4575"
"White Skin","Aurorian #625"
"Latino Skin","Aurorian #9429"
"Black Skin","Aurorian #4804"
"White Skin","Aurorian #7984"
"Latino Skin","Aurorian #8516"
"White Skin","Aurorian #6090"
"Latino Skin","Aurorian #7458"
"Latino Skin","Aurorian #7950"
"Black Skin","Aurorian #1042"
"Black Skin","Aurorian #4325"
"White Skin","Aurorian #7966"
"Black Skin","Aurorian #3741"
"Black Skin","Aurorian #7727"
"Black Skin","Aurorian #8297"
"White Skin","Aurorian #9778"
"Black Skin","Aurorian #3694"
"White Skin","Aurorian #5770"
"Black Skin","Aurorian #7416"
"White Skin","Aurorian #9249"
"Black Skin","Aurorian #1348"
"Latino Skin","Aurorian #4390"
"Latino Skin","Aurorian #980"
"White Skin","Aurorian #594"
"Black Skin","Aurorian #6627"
"Latino Skin","Aurorian #5659"
"White Skin","Aurorian #9673"
"White Skin","Aurorian #3884"
"White Skin","Aurorian #798"
"White Skin","Aurorian #6994"
"White Skin","Aurorian #5483"
"White Skin","Aurorian #8754"
"White Skin","Aurorian #6499"
"White Skin","Aurorian #1989"
"White Skin","Aurorian #7644"
"White Skin","Aurorian #6446"
"White Skin","Aurorian #5637"
"White Skin","Aurorian #4103"
"Black Skin","Aurorian #9941"
"Latino Skin","Aurorian #4205"
"Black Skin","Aurorian #5780"
"Latino Skin","Aurorian #4095"
"Latino Skin","Aurorian #9484"
"Black Skin","Aurorian #9213"
"White Skin","Aurorian #743"
"White Skin","Aurorian #5875"
"White Skin","Aurorian #2870"
"Black Skin","Aurorian #3598"
"White Skin","Aurorian #9978"
"Black Skin","Aurorian #6611"
"Latino Skin","Aurorian #5490"
"Black Skin","Aurorian #3725"
"White Skin","Aurorian #5936"
"Black Skin","Aurorian #4779"
"White Skin","Aurorian #5380"
"White Skin","Aurorian #1119"
"Black Skin","Aurorian #4511"
"Latino Skin","Aurorian #4836"
"Latino Skin","Aurorian #6147"
"Latino Skin","Aurorian #9362"
"Latino Skin","Aurorian #1138"
"White Skin","Aurorian #3461"
"White Skin","Aurorian #7335"
"Latino Skin","Aurorian #865"
"White Skin","Aurorian #983"
"Latino Skin","Aurorian #8562"
"Latino Skin","Aurorian #6655"
"White Skin","Aurorian #920"
"White Skin","Aurorian #9960"
"Latino Skin","Aurorian #4291"
"Latino Skin","Aurorian #585"
"Black Skin","Aurorian #4192"
"White Skin","Aurorian #8062"
"Black Skin","Aurorian #5541"
"Black Skin","Aurorian #6284"
"White Skin","Aurorian #1771"
"Black Skin","Aurorian #3071"
"White Skin","Aurorian #1581"
"White Skin","Aurorian #8492"
"Latino Skin","Aurorian #7388"
"White Skin","Aurorian #9513"
"Black Skin","Aurorian #237"
"White Skin","Aurorian #3519"
"Latino Skin","Aurorian #2525"
"White Skin","Aurorian #5215"
"Black Skin","Aurorian #1423"
"Black Skin","Aurorian #1902"
"Latino Skin","Aurorian #928"
"Black Skin","Aurorian #3631"
"Latino Skin","Aurorian #9302"
"White Skin","Aurorian #8249"
"Latino Skin","Aurorian #3610"
"Latino Skin","Aurorian #6869"
"White Skin","Aurorian #9565"
"Black Skin","Aurorian #7731"
"White Skin","Aurorian #7618"
"White Skin","Aurorian #4953"
"Latino Skin","Aurorian #4013"
"Black Skin","Aurorian #792"
"White Skin","Aurorian #5645"
"White Skin","Aurorian #8446"
"Latino Skin","Aurorian #9454"
"Black Skin","Aurorian #1732"
"Latino Skin","Aurorian #6104"
"White Skin","Aurorian #1975"
"White Skin","Aurorian #9982"
"White Skin","Aurorian #2762"
"White Skin","Aurorian #5393"
"Black Skin","Aurorian #1536"
"Black Skin","Aurorian #6602"
"White Skin","Aurorian #8311"
"Black Skin","Aurorian #3501"
"White Skin","Aurorian #2405"
"Black Skin","Aurorian #7229"
"White Skin","Aurorian #3639"
"White Skin","Aurorian #1811"
"White Skin","Aurorian #5328"
"Latino Skin","Aurorian #127"
"White Skin","Aurorian #1753"
"Latino Skin","Aurorian #1685"
"Latino Skin","Aurorian #7608"
"White Skin","Aurorian #7613"
"White Skin","Aurorian #7193"
"White Skin","Aurorian #2350"
"Black Skin","Aurorian #4485"
"Latino Skin","Aurorian #8214"
"White Skin","Aurorian #355"
"White Skin","Aurorian #9312"
"White Skin","Aurorian #5562"
"Latino Skin","Aurorian #7802"
"White Skin","Aurorian #722"
"Latino Skin","Aurorian #8737"
"Latino Skin","Aurorian #8251"
"White Skin","Aurorian #4795"
"Black Skin","Aurorian #3039"
"White Skin","Aurorian #9224"
"White Skin","Aurorian #4312"
"Latino Skin","Aurorian #1903"
"Black Skin","Aurorian #9274"
"Black Skin","Aurorian #9915"
"Black Skin","Aurorian #1608"
"Latino Skin","Aurorian #5582"
"Black Skin","Aurorian #2828"
"Black Skin","Aurorian #6596"
"Black Skin","Aurorian #989"
"White Skin","Aurorian #5072"
"Latino Skin","Aurorian #4421"
"White Skin","Aurorian #7111"
"White Skin","Aurorian #3947"
"Latino Skin","Aurorian #5326"
"Latino Skin","Aurorian #2086"
"Latino Skin","Aurorian #240"
"Latino Skin","Aurorian #3765"
"Black Skin","Aurorian #3437"
"Black Skin","Aurorian #6761"
"Black Skin","Aurorian #6036"
"Latino Skin","Aurorian #6378"
"Black Skin","Aurorian #1478"
"Black Skin","Aurorian #9856"
"Latino Skin","Aurorian #8018"
"White Skin","Aurorian #4267"
"Latino Skin","Aurorian #1473"
"Black Skin","Aurorian #4738"
"Latino Skin","Aurorian #9148"
"Black Skin","Aurorian #995"
"Black Skin","Aurorian #1703"
"Latino Skin","Aurorian #7110"
"Black Skin","Aurorian #698"
"White Skin","Aurorian #1316"
"White Skin","Aurorian #4980"
"Black Skin","Aurorian #2072"
"Latino Skin","Aurorian #7487"
"White Skin","Aurorian #5087"
"Black Skin","Aurorian #8000"
"White Skin","Aurorian #8293"
"Black Skin","Aurorian #5662"
"Black Skin","Aurorian #7748"
"Black Skin","Aurorian #6577"
"Black Skin","Aurorian #5695"
"White Skin","Aurorian #947"
"White Skin","Aurorian #9498"
"White Skin","Aurorian #7185"
"White Skin","Aurorian #676"
"Black Skin","Aurorian #4469"
"White Skin","Aurorian #6584"
"White Skin","Aurorian #5189"
"Latino Skin","Aurorian #3731"
"White Skin","Aurorian #5050"
"Black Skin","Aurorian #9358"
"White Skin","Aurorian #8277"
"Latino Skin","Aurorian #3481"
"Latino Skin","Aurorian #2490"
"Black Skin","Aurorian #555"
"White Skin","Aurorian #6684"
"White Skin","Aurorian #631"
"White Skin","Aurorian #7574"
"White Skin","Aurorian #1757"
"White Skin","Aurorian #9188"
"White Skin","Aurorian #6807"
"Latino Skin","Aurorian #4647"
"White Skin","Aurorian #3636"
"Latino Skin","Aurorian #9508"
"Black Skin","Aurorian #4919"
"White Skin","Aurorian #3541"
"White Skin","Aurorian #3316"
"White Skin","Aurorian #3666"
"Latino Skin","Aurorian #2191"
"White Skin","Aurorian #8465"
"Latino Skin","Aurorian #2612"
"White Skin","Aurorian #7715"
"White Skin","Aurorian #6964"
"Black Skin","Aurorian #9699"
"White Skin","Aurorian #8630"
"White Skin","Aurorian #7435"
"Latino Skin","Aurorian #7179"
"White Skin","Aurorian #2264"
"Black Skin","Aurorian #6375"
"Latino Skin","Aurorian #8107"
"White Skin","Aurorian #3549"
"Latino Skin","Aurorian #4181"
"Latino Skin","Aurorian #7192"
"Black Skin","Aurorian #4136"
"Latino Skin","Aurorian #9971"
"White Skin","Aurorian #8470"
"White Skin","Aurorian #5491"
"White Skin","Aurorian #7470"
"Latino Skin","Aurorian #491"
"White Skin","Aurorian #7353"
"White Skin","Aurorian #7168"
"Latino Skin","Aurorian #2336"
"Latino Skin","Aurorian #3992"
"White Skin","Aurorian #1710"
"Latino Skin","Aurorian #4945"
"White Skin","Aurorian #4177"
"Black Skin","Aurorian #846"
"White Skin","Aurorian #8544"
"White Skin","Aurorian #658"
"White Skin","Aurorian #3945"
"Black Skin","Aurorian #6680"
"White Skin","Aurorian #751"
"White Skin","Aurorian #2228"
"White Skin","Aurorian #4660"
"Latino Skin","Aurorian #4715"
"Black Skin","Aurorian #1499"
"Black Skin","Aurorian #5730"
"White Skin","Aurorian #8290"
"Latino Skin","Aurorian #8600"
"Latino Skin","Aurorian #8586"
"White Skin","Aurorian #8417"
"White Skin","Aurorian #290"
"Latino Skin","Aurorian #8093"
"Black Skin","Aurorian #1041"
"White Skin","Aurorian #5038"
"Black Skin","Aurorian #2892"
"Black Skin","Aurorian #8412"
"Black Skin","Aurorian #5519"
"Black Skin","Aurorian #5299"
"Black Skin","Aurorian #3770"
"White Skin","Aurorian #9307"
"Black Skin","Aurorian #6868"
"Black Skin","Aurorian #2358"
"Black Skin","Aurorian #9838"
"Black Skin","Aurorian #287"
"White Skin","Aurorian #1619"
"Latino Skin","Aurorian #2983"
"Black Skin","Aurorian #4226"
"Black Skin","Aurorian #9917"
"White Skin","Aurorian #3999"
"White Skin","Aurorian #3732"
"Black Skin","Aurorian #4169"
"White Skin","Aurorian #4525"
"Black Skin","Aurorian #5655"
"Black Skin","Aurorian #208"
"White Skin","Aurorian #1993"
"White Skin","Aurorian #8269"
"Latino Skin","Aurorian #2705"
"Black Skin","Aurorian #5025"
"White Skin","Aurorian #949"
"Black Skin","Aurorian #6913"
"Latino Skin","Aurorian #195"
"Black Skin","Aurorian #3263"
"Black Skin","Aurorian #6449"
"White Skin","Aurorian #8151"
"White Skin","Aurorian #8331"
"Black Skin","Aurorian #390"
"White Skin","Aurorian #8360"
"Latino Skin","Aurorian #5728"
"Black Skin","Aurorian #5632"
"Latino Skin","Aurorian #7383"
"White Skin","Aurorian #8894"
"White Skin","Aurorian #1954"
"Latino Skin","Aurorian #2165"
"White Skin","Aurorian #4059"
"White Skin","Aurorian #9578"
"Latino Skin","Aurorian #3521"
"White Skin","Aurorian #5253"
"White Skin","Aurorian #2569"
"Latino Skin","Aurorian #1124"
"White Skin","Aurorian #9930"
"White Skin","Aurorian #7465"
"Latino Skin","Aurorian #5752"
"White Skin","Aurorian #1532"
"White Skin","Aurorian #8671"
"Latino Skin","Aurorian #9352"
"Black Skin","Aurorian #2751"
"White Skin","Aurorian #8118"
"Black Skin","Aurorian #1644"
"White Skin","Aurorian #6151"
"Black Skin","Aurorian #6653"
"Latino Skin","Aurorian #18"
"White Skin","Aurorian #3985"
"Black Skin","Aurorian #2832"
"Black Skin","Aurorian #1459"
"Black Skin","Aurorian #3307"
"Latino Skin","Aurorian #1446"
"White Skin","Aurorian #9568"
"White Skin","Aurorian #6636"
"White Skin","Aurorian #7721"
"White Skin","Aurorian #1382"
"Latino Skin","Aurorian #4461"
"Black Skin","Aurorian #7391"
"Black Skin","Aurorian #4497"
"Latino Skin","Aurorian #6144"
"Black Skin","Aurorian #357"
"Black Skin","Aurorian #3072"
"Latino Skin","Aurorian #2912"
"White Skin","Aurorian #4165"
"White Skin","Aurorian #8823"
"White Skin","Aurorian #8330"
"White Skin","Aurorian #3366"
"White Skin","Aurorian #4507"
"Latino Skin","Aurorian #4001"
"White Skin","Aurorian #9844"
"White Skin","Aurorian #1"
"Latino Skin","Aurorian #9799"
"White Skin","Aurorian #3865"
"White Skin","Aurorian #9945"
"Black Skin","Aurorian #1714"
"Black Skin","Aurorian #5872"
"Latino Skin","Aurorian #7914"
"Black Skin","Aurorian #5297"
"Black Skin","Aurorian #9842"
"White Skin","Aurorian #7080"
"White Skin","Aurorian #5312"
"White Skin","Aurorian #6619"
"Latino Skin","Aurorian #539"
"White Skin","Aurorian #2772"
"Black Skin","Aurorian #5982"
"Black Skin","Aurorian #7253"
"White Skin","Aurorian #2852"
"White Skin","Aurorian #5474"
"White Skin","Aurorian #7245"
"Black Skin","Aurorian #4443"
"White Skin","Aurorian #867"
"Black Skin","Aurorian #731"
"Latino Skin","Aurorian #9816"
"White Skin","Aurorian #9313"
"Latino Skin","Aurorian #2237"
"White Skin","Aurorian #8595"
"White Skin","Aurorian #819"
"White Skin","Aurorian #7710"
"Black Skin","Aurorian #3773"
"Black Skin","Aurorian #5546"
"White Skin","Aurorian #560"
"Black Skin","Aurorian #2664"
"Latino Skin","Aurorian #4420"
"Black Skin","Aurorian #1073"
"Black Skin","Aurorian #8852"
"White Skin","Aurorian #643"
"Latino Skin","Aurorian #665"
"White Skin","Aurorian #1937"
"White Skin","Aurorian #4235"
"Latino Skin","Aurorian #7246"
"Black Skin","Aurorian #1442"
"Black Skin","Aurorian #6548"
"Black Skin","Aurorian #9303"
"White Skin","Aurorian #7088"
"Latino Skin","Aurorian #5200"
"White Skin","Aurorian #4351"
"Latino Skin","Aurorian #5144"
"Black Skin","Aurorian #5861"
"Black Skin","Aurorian #2097"
"Latino Skin","Aurorian #3708"
"White Skin","Aurorian #7119"
"Black Skin","Aurorian #5396"
"White Skin","Aurorian #9533"
"White Skin","Aurorian #9884"
"Black Skin","Aurorian #5419"
"Black Skin","Aurorian #9227"
"Black Skin","Aurorian #7659"
"Latino Skin","Aurorian #4754"
"White Skin","Aurorian #6287"
"Black Skin","Aurorian #997"
"Latino Skin","Aurorian #1406"
"Black Skin","Aurorian #8976"
"White Skin","Aurorian #8022"
"Latino Skin","Aurorian #1562"
"White Skin","Aurorian #7271"
"White Skin","Aurorian #8008"
"Black Skin","Aurorian #4377"
"White Skin","Aurorian #4063"
"White Skin","Aurorian #369"
"White Skin","Aurorian #164"
"Black Skin","Aurorian #8197"
"Latino Skin","Aurorian #6237"
"Black Skin","Aurorian #8889"
"White Skin","Aurorian #9705"
"Latino Skin","Aurorian #8814"
"Black Skin","Aurorian #653"
"Black Skin","Aurorian #3785"
"Latino Skin","Aurorian #517"
"White Skin","Aurorian #8828"
"Black Skin","Aurorian #4255"
"Black Skin","Aurorian #1533"
"Black Skin","Aurorian #8140"
"Black Skin","Aurorian #7954"
"Latino Skin","Aurorian #4541"
"Latino Skin","Aurorian #5266"
"White Skin","Aurorian #4065"
"Black Skin","Aurorian #2253"
"Black Skin","Aurorian #3580"
"Black Skin","Aurorian #7544"
"White Skin","Aurorian #7156"
"White Skin","Aurorian #1667"
"White Skin","Aurorian #1439"
"Black Skin","Aurorian #6750"
"Latino Skin","Aurorian #8774"
"White Skin","Aurorian #917"
"Latino Skin","Aurorian #3546"
"Latino Skin","Aurorian #4517"
"White Skin","Aurorian #9311"
"Latino Skin","Aurorian #9381"
"Black Skin","Aurorian #1183"
"White Skin","Aurorian #2366"
"White Skin","Aurorian #9529"
"White Skin","Aurorian #5063"
"Black Skin","Aurorian #6347"
"White Skin","Aurorian #6822"
"Black Skin","Aurorian #6285"
"Latino Skin","Aurorian #8256"
"White Skin","Aurorian #5912"
"Black Skin","Aurorian #438"
"White Skin","Aurorian #3347"
"Black Skin","Aurorian #4261"
"Black Skin","Aurorian #3994"
"White Skin","Aurorian #7220"
"Latino Skin","Aurorian #2827"
"Latino Skin","Aurorian #4591"
"White Skin","Aurorian #6249"
"Latino Skin","Aurorian #4950"
"White Skin","Aurorian #5209"
"Latino Skin","Aurorian #9802"
"White Skin","Aurorian #5994"
"White Skin","Aurorian #2207"
"White Skin","Aurorian #6068"
"Black Skin","Aurorian #6892"
"Black Skin","Aurorian #8856"
"Black Skin","Aurorian #8384"
"Black Skin","Aurorian #5390"
"White Skin","Aurorian #7553"
"White Skin","Aurorian #5565"
"Latino Skin","Aurorian #821"
"Latino Skin","Aurorian #733"
"White Skin","Aurorian #6110"
"Black Skin","Aurorian #8031"
"Latino Skin","Aurorian #1461"
"Black Skin","Aurorian #3913"
"White Skin","Aurorian #1850"
"White Skin","Aurorian #6638"
"Black Skin","Aurorian #3124"
"White Skin","Aurorian #3712"
"White Skin","Aurorian #782"
"White Skin","Aurorian #4846"
"White Skin","Aurorian #275"
"Black Skin","Aurorian #1232"
"White Skin","Aurorian #1443"
"White Skin","Aurorian #9815"
"Latino Skin","Aurorian #4143"
"Latino Skin","Aurorian #5164"
"Latino Skin","Aurorian #4913"
"White Skin","Aurorian #7606"
"White Skin","Aurorian #987"
"Latino Skin","Aurorian #6093"
"Latino Skin","Aurorian #31"
"Black Skin","Aurorian #4054"
"Black Skin","Aurorian #9867"
"Latino Skin","Aurorian #5921"
"White Skin","Aurorian #8374"
"White Skin","Aurorian #6209"
"White Skin","Aurorian #4295"
"Black Skin","Aurorian #3900"
"Latino Skin","Aurorian #6269"
"Black Skin","Aurorian #3054"
"White Skin","Aurorian #4840"
"Black Skin","Aurorian #4322"
"Latino Skin","Aurorian #9120"
"Latino Skin","Aurorian #8315"
"White Skin","Aurorian #84"
"White Skin","Aurorian #9363"
"White Skin","Aurorian #2517"
"White Skin","Aurorian #9681"
"White Skin","Aurorian #3956"
"White Skin","Aurorian #7039"
"White Skin","Aurorian #7783"
"Latino Skin","Aurorian #4468"
"White Skin","Aurorian #6820"
"White Skin","Aurorian #3261"
"Black Skin","Aurorian #2797"
"Latino Skin","Aurorian #5021"
"Latino Skin","Aurorian #3498"
"Black Skin","Aurorian #6742"
"White Skin","Aurorian #618"
"Latino Skin","Aurorian #3358"
"Black Skin","Aurorian #8951"
"Black Skin","Aurorian #1578"
"Latino Skin","Aurorian #3833"
"Black Skin","Aurorian #5392"
"Black Skin","Aurorian #12"
"Black Skin","Aurorian #2345"
"White Skin","Aurorian #840"
"Black Skin","Aurorian #3901"
"White Skin","Aurorian #3011"
"White Skin","Aurorian #6785"
"Black Skin","Aurorian #5957"
"White Skin","Aurorian #3963"
"Black Skin","Aurorian #8532"
"White Skin","Aurorian #5122"
"Black Skin","Aurorian #8494"
"White Skin","Aurorian #7297"
"White Skin","Aurorian #6225"
"Black Skin","Aurorian #8545"
"White Skin","Aurorian #2663"
"White Skin","Aurorian #1678"
"Latino Skin","Aurorian #558"
"White Skin","Aurorian #2686"
"White Skin","Aurorian #7279"
"White Skin","Aurorian #5674"
"White Skin","Aurorian #7744"
"Latino Skin","Aurorian #7691"
"White Skin","Aurorian #1640"
"Black Skin","Aurorian #4911"
"Black Skin","Aurorian #4748"
"White Skin","Aurorian #5821"
"Black Skin","Aurorian #573"
"White Skin","Aurorian #7774"
"White Skin","Aurorian #9235"
"Latino Skin","Aurorian #5776"
"Latino Skin","Aurorian #688"
"Black Skin","Aurorian #8381"
"White Skin","Aurorian #7551"
"Black Skin","Aurorian #4171"
"Latino Skin","Aurorian #707"
"Black Skin","Aurorian #9076"
"White Skin","Aurorian #3939"
"Latino Skin","Aurorian #4926"
"White Skin","Aurorian #711"
"Black Skin","Aurorian #1139"
"Black Skin","Aurorian #2798"
"White Skin","Aurorian #7140"
"Latino Skin","Aurorian #450"
"White Skin","Aurorian #6214"
"White Skin","Aurorian #7853"
"White Skin","Aurorian #9721"
"White Skin","Aurorian #3434"
"Black Skin","Aurorian #4677"
"White Skin","Aurorian #2995"
"White Skin","Aurorian #9195"
"White Skin","Aurorian #6585"
"Black Skin","Aurorian #5924"
"Black Skin","Aurorian #9197"
"White Skin","Aurorian #4124"
"Latino Skin","Aurorian #7471"
"Black Skin","Aurorian #150"
"Black Skin","Aurorian #4141"
"White Skin","Aurorian #8143"
"Latino Skin","Aurorian #8674"
"Latino Skin","Aurorian #3907"
"White Skin","Aurorian #5658"
"White Skin","Aurorian #3166"
"White Skin","Aurorian #910"
"Black Skin","Aurorian #2402"
"Black Skin","Aurorian #4838"
"Latino Skin","Aurorian #7623"
"White Skin","Aurorian #900"
"Latino Skin","Aurorian #4811"
"Latino Skin","Aurorian #5044"
"White Skin","Aurorian #4505"
"White Skin","Aurorian #8435"
"Latino Skin","Aurorian #6072"
"Latino Skin","Aurorian #7772"
"Black Skin","Aurorian #342"
"White Skin","Aurorian #2327"
"Black Skin","Aurorian #3262"
"White Skin","Aurorian #2984"
"White Skin","Aurorian #2859"
"Latino Skin","Aurorian #3536"
"White Skin","Aurorian #6779"
"Black Skin","Aurorian #2195"
"Black Skin","Aurorian #9423"
"Black Skin","Aurorian #5353"
"Black Skin","Aurorian #6441"
"Latino Skin","Aurorian #3759"
"Latino Skin","Aurorian #9257"
"Latino Skin","Aurorian #2090"
"White Skin","Aurorian #2947"
"Black Skin","Aurorian #4977"
"White Skin","Aurorian #3019"
"White Skin","Aurorian #9956"
"Black Skin","Aurorian #8933"
"Black Skin","Aurorian #4938"
"White Skin","Aurorian #4865"
"White Skin","Aurorian #3160"
"Black Skin","Aurorian #799"
"White Skin","Aurorian #1467"
"Black Skin","Aurorian #7541"
"White Skin","Aurorian #5626"
"White Skin","Aurorian #283"
"White Skin","Aurorian #3647"
"Black Skin","Aurorian #7001"
"Latino Skin","Aurorian #4862"
"White Skin","Aurorian #5929"
"Black Skin","Aurorian #5386"
"White Skin","Aurorian #6553"
"Latino Skin","Aurorian #8095"
"Black Skin","Aurorian #969"
"Latino Skin","Aurorian #2418"
"Latino Skin","Aurorian #6888"
"White Skin","Aurorian #8447"
"Black Skin","Aurorian #2231"
"Latino Skin","Aurorian #8598"
"White Skin","Aurorian #429"
"White Skin","Aurorian #3301"
"Black Skin","Aurorian #8526"
"Black Skin","Aurorian #4648"
"White Skin","Aurorian #8242"
"White Skin","Aurorian #4833"
"Black Skin","Aurorian #7160"
"Black Skin","Aurorian #4625"
"Black Skin","Aurorian #6905"
"Black Skin","Aurorian #2600"
"Latino Skin","Aurorian #7299"
"White Skin","Aurorian #8725"
"White Skin","Aurorian #5338"
"White Skin","Aurorian #3527"
"Black Skin","Aurorian #7928"
"Latino Skin","Aurorian #45"
"White Skin","Aurorian #4508"
"White Skin","Aurorian #3715"
"Black Skin","Aurorian #489"
"White Skin","Aurorian #2261"
"Latino Skin","Aurorian #9501"
"White Skin","Aurorian #5939"
"White Skin","Aurorian #1776"
"White Skin","Aurorian #1585"
"Latino Skin","Aurorian #291"
"Latino Skin","Aurorian #1303"
"Black Skin","Aurorian #8791"
"White Skin","Aurorian #2580"
"Black Skin","Aurorian #2897"
"Latino Skin","Aurorian #9515"
"White Skin","Aurorian #9898"
"Black Skin","Aurorian #4338"
"Black Skin","Aurorian #7740"
"Latino Skin","Aurorian #1486"
"Black Skin","Aurorian #8763"
